ARG_ID,MGE_ID,Donor,Pre,Post,PatientCount
ASR,gene:proph:173882,0,0,1,1
ASR,gene:proph:173883,0,0,1,1
ASR,gene:proph:173886,0,0,1,1
ASR,gene:proph:173887,0,0,1,1
ASR,gene:proph:173888,0,0,1,1
ASR,gene:proph:173889,0,0,1,1
ASR,gene:proph:173890,0,0,1,1
ASR,gene:proph:173891,0,0,1,1
ASR,gene:proph:173892,0,0,1,1
ASR,gene:proph:173893,0,0,1,1
ASR,gene:proph:173894,0,0,1,1
ASR,gene:proph:173895,0,0,1,1
ASR,gene:proph:173899,0,0,1,1
ASR,gene:proph:173900,0,0,1,1
ASR,gene:proph:173901,0,0,1,1
ASR,gene:proph:173928,0,0,1,1
ASR,gene:proph:173934,0,0,1,1
ASR,gene:proph:173951,0,0,1,1
ASR,gene:proph:175283,0,0,1,1
ASR,gene:proph:176710,0,1,0,1
ASR,gene:proph:176720,0,0,1,1
ASR,gene:proph:176724,0,1,0,1
ASR,gene:proph:176725,0,1,0,1
ASR,gene:proph:176727,0,1,0,1
ASR,gene:proph:176728,0,1,0,1
ASR,gene:proph:176729,0,1,0,1
ASR,gene:proph:176730,0,1,0,1
ASR,gene:proph:176731,0,1,0,1
ASR,gene:proph:176732,0,1,0,1
ASR,gene:proph:176733,0,1,0,1
ASR,gene:proph:176799,1,0,0,1
ASR,gene:proph:176800,1,0,0,1
ASR,gene:proph:176806,0,0,1,1
ASR,gene:proph:176807,0,0,1,1
ASR,gene:proph:176808,0,0,1,1
ASR,gene:proph:176845,0,0,1,1
ASR,gene:proph:176861,0,0,1,1
ASR,gene:proph:176866,0,0,1,1
ASR,gene:proph:177426,0,0,1,1
ASR,gene:proph:177429,0,0,1,1
ASR,gene:proph:177474,0,1,0,1
ASR,gene:proph:177498,0,0,1,1
ASR,gene:proph:177498,0,1,0,1
ASR,gene:proph:177498,1,0,0,1
ASR,gene:proph:177582,1,0,0,1
ASR,gene:proph:177584,0,0,1,1
ASR,gene:proph:177584,1,0,0,1
ASR,gene:proph:177595,1,0,0,1
ASR,gene:proph:179463,0,0,1,1
ASR,gene:proph:179464,0,0,1,1
ASR,gene:proph:179464,0,1,0,1
ASR,gene:proph:179465,0,0,1,1
ASR,gene:proph:181127,1,0,0,1
ASR,gene:proph:181129,1,0,0,1
ASR,gene:proph:181133,0,1,0,1
ASR,gene:proph:181137,0,1,0,1
ASR,gene:proph:181140,0,1,0,1
ASR,gene:proph:181266,1,0,0,1
ASR,gene:proph:181267,0,0,1,1
ASR,gene:proph:181272,0,0,1,1
ASR,gene:proph:181284,0,0,1,1
ASR,gene:proph:181300,0,1,0,1
ASR,gene:proph:182923,0,0,1,1
ASR,gene:proph:182924,0,0,1,1
ASR,gene:proph:182925,0,0,1,1
ASR,gene:proph:182926,0,0,1,1
ASR,gene:proph:182994,0,0,1,1
ASR,gene:proph:183007,0,0,1,1
ASR,gene:proph:183581,1,0,1,1
ASR,gene:proph:183626,0,0,1,1
ASR,gene:proph:183629,0,0,1,1
ASR,gene:proph:184990,0,0,1,1
BACA,gene:proph:183015,0,1,0,1
BAES,gene:proph:176924,0,0,1,1
BCR,gene:proph:161601,0,0,1,1
BCR,gene:proph:161602,0,0,1,1
BCR,gene:proph:163837,0,0,1,1
BCR,gene:proph:172477,0,0,1,1
BCR,gene:proph:172581,0,0,1,1
BCR,gene:proph:172582,0,0,1,1
BCR,gene:proph:172610,0,0,1,1
BCR,gene:proph:172665,0,0,1,1
BCR,gene:proph:176786,0,0,1,1
BCR,gene:proph:176788,0,0,1,1
BCR,gene:proph:176789,0,0,1,1
BCR,gene:proph:177548,0,0,1,1
BCR,gene:proph:177619,0,0,1,1
BCR,gene:proph:177622,0,0,1,1
BCR,gene:proph:177629,0,0,1,1
BCR,gene:proph:177630,0,0,1,1
BCR,gene:proph:177683,0,0,1,1
BCR,gene:proph:177695,0,0,1,1
BCR,gene:proph:181182,0,0,1,1
BCR,gene:proph:181184,0,0,1,1
BCR,gene:proph:181208,0,0,1,1
BHSA,gene:proph:163918,0,0,1,1
BHSA,gene:proph:163934,0,0,1,1
BHSA,gene:proph:163935,0,0,1,1
BHSA,gene:proph:169100,0,0,1,1
BHSA,gene:proph:169101,0,0,1,1
BHSA,gene:proph:169106,0,0,1,1
BHSA,gene:proph:169107,0,0,1,1
BHSA,gene:proph:169108,0,0,1,1
BHSA,gene:proph:169112,0,0,1,1
BHSA,gene:proph:172517,0,0,1,1
BHSA,gene:proph:172517,0,1,0,4
BHSA,gene:proph:172518,0,0,1,1
BHSA,gene:proph:172518,0,1,0,5
BHSA,gene:proph:172519,0,0,1,1
BHSA,gene:proph:172519,0,1,0,5
BHSA,gene:proph:172520,0,0,1,1
BHSA,gene:proph:172520,0,1,0,4
BHSA,gene:proph:172521,0,0,1,1
BHSA,gene:proph:172521,0,1,0,5
BHSA,gene:proph:172522,0,1,0,5
BHSA,gene:proph:172523,0,0,1,1
BHSA,gene:proph:172523,0,1,0,5
BHSA,gene:proph:172524,0,0,1,1
BHSA,gene:proph:172524,0,1,0,5
BHSA,gene:proph:172550,0,0,1,1
BHSA,gene:proph:172551,0,0,1,1
BHSA,gene:proph:173955,0,0,1,1
BHSA,gene:proph:176039,0,0,1,1
BHSA,gene:proph:176799,0,0,1,1
BHSA,gene:proph:176800,0,0,1,1
BHSA,gene:proph:176804,0,0,1,1
BHSA,gene:proph:177498,0,0,1,1
BHSA,gene:proph:177501,0,0,1,1
BHSA,gene:proph:177584,0,0,1,1
BHSA,gene:proph:181222,0,0,1,1
CADX,gene:proph:175648,0,1,0,1
CADX,gene:proph:175649,0,1,0,1
CADX,gene:proph:175652,0,0,1,1
CADX,gene:proph:175652,0,1,0,1
CADX,gene:proph:175655,0,0,1,1
CADX,gene:proph:175656,0,0,1,1
CADX,gene:proph:175658,0,0,1,1
CDEA,gene:proph:160736,0,1,0,1
CHAA,gene:proph:172516,0,0,1,1
CHAA,gene:proph:172517,0,0,1,2
CHAA,gene:proph:172517,0,1,0,1
CHAA,gene:proph:172518,0,0,1,2
CHAA,gene:proph:172518,0,1,0,1
CHAA,gene:proph:172519,0,0,1,2
CHAA,gene:proph:172519,0,1,0,1
CHAA,gene:proph:172520,0,0,1,2
CHAA,gene:proph:172520,0,1,0,1
CHAA,gene:proph:172521,0,0,1,2
CHAA,gene:proph:172521,0,1,0,1
CHAA,gene:proph:172522,0,0,1,2
CHAA,gene:proph:172522,0,1,0,1
CHAA,gene:proph:172523,0,0,1,2
CHAA,gene:proph:172523,0,1,0,1
CHAA,gene:proph:172524,0,0,1,2
CHAA,gene:proph:172524,0,1,0,1
CHAA,gene:proph:176039,0,0,1,1
CHAA,gene:proph:176040,0,0,1,1
CHAA,gene:proph:176060,0,0,1,1
CHAA,gene:proph:176071,0,0,1,1
CHAA,gene:proph:176073,0,0,1,1
CHAA,gene:proph:176755,0,0,1,1
CHAA,gene:proph:176757,0,0,1,1
CHAA,gene:proph:176758,0,0,1,1
CHAA,gene:proph:176759,0,0,1,1
CHAA,gene:proph:176763,0,0,1,1
CHAA,gene:proph:176764,0,0,1,1
CHAA,gene:proph:176765,0,0,1,1
CHAA,gene:proph:176766,0,0,1,1
CHAA,gene:proph:176768,0,0,1,1
CHAA,gene:proph:176772,0,0,1,1
CHAA,gene:proph:176774,0,0,1,1
CHAA,gene:proph:176775,0,0,1,1
CHAA,gene:proph:176778,0,0,1,1
CHAA,gene:proph:176779,0,0,1,1
CHAA,gene:proph:176780,0,0,1,1
CHAA,gene:proph:176786,0,0,1,1
CHAA,gene:proph:176788,0,0,1,1
CHAA,gene:proph:176790,0,0,1,1
CHAA,gene:proph:176791,0,0,1,1
CHAA,gene:proph:176795,0,0,1,1
CHAA,gene:proph:176797,0,0,1,1
CHAA,gene:proph:176813,0,0,1,1
CHAA,gene:proph:179433,0,0,1,1
CHAA,gene:proph:181166,0,0,1,1
CHAA,gene:proph:181168,0,0,1,1
CHAA,gene:proph:181171,0,0,1,1
CHAA,gene:proph:181174,0,0,1,1
CHAA,gene:proph:181177,0,0,1,1
CHAA,gene:proph:181180,0,0,1,1
CHAA,gene:proph:181182,0,0,1,1
CHAA,gene:proph:181184,0,0,1,1
CHAA,gene:proph:181191,0,0,1,1
CHAA,gene:proph:181192,0,0,1,1
CHAA,gene:proph:181193,0,0,1,1
CHAA,gene:proph:181195,0,0,1,1
CHAA,gene:proph:181203,0,0,1,1
CHAA,gene:proph:181206,0,0,1,1
CHAA,gene:proph:181209,0,0,1,1
CHAA,gene:proph:181211,0,0,1,1
CHAA,gene:proph:181213,0,0,1,1
CHAA,gene:proph:181217,0,0,1,1
CHAA,gene:proph:181225,0,0,1,1
CHAA,gene:proph:183003,0,0,1,1
CMY,gene:proph:169080,0,1,0,1
CMY,gene:proph:183015,0,1,0,1
CMY,gene:proph:183019,0,1,0,1
COMR,gene:proph:163847,0,0,1,1
COMR,gene:proph:163918,0,0,1,1
COMR,gene:proph:163918,0,1,0,1
COMR,gene:proph:163934,0,0,1,1
COMR,gene:proph:163934,0,1,0,1
COMR,gene:proph:163935,0,0,1,1
COMR,gene:proph:163935,0,1,0,1
COMR,gene:proph:169100,0,0,1,1
COMR,gene:proph:169100,0,1,0,1
COMR,gene:proph:169101,0,0,1,1
COMR,gene:proph:169106,0,0,1,1
COMR,gene:proph:169106,0,1,0,1
COMR,gene:proph:169107,0,0,1,1
COMR,gene:proph:169112,0,0,1,1
COMR,gene:proph:169112,0,1,0,1
COMR,gene:proph:172415,0,0,1,1
COMR,gene:proph:172517,0,0,1,5
COMR,gene:proph:172517,0,1,0,1
COMR,gene:proph:172518,0,0,1,5
COMR,gene:proph:172518,0,1,0,2
COMR,gene:proph:172519,0,0,1,5
COMR,gene:proph:172519,0,1,0,2
COMR,gene:proph:172520,0,0,1,5
COMR,gene:proph:172520,0,1,0,2
COMR,gene:proph:172521,0,0,1,5
COMR,gene:proph:172521,0,1,0,2
COMR,gene:proph:172522,0,0,1,5
COMR,gene:proph:172522,0,1,0,3
COMR,gene:proph:172523,0,0,1,5
COMR,gene:proph:172523,0,1,0,3
COMR,gene:proph:172524,0,0,1,5
COMR,gene:proph:172524,0,1,0,3
COMR,gene:proph:172550,0,0,1,1
COMR,gene:proph:172551,0,1,0,1
COMR,gene:proph:172557,0,0,1,1
COMR,gene:proph:172610,0,1,0,1
COMR,gene:proph:172651,0,0,1,1
COMR,gene:proph:173756,0,0,1,1
COMR,gene:proph:173757,0,0,1,1
COMR,gene:proph:173760,0,0,1,1
COMR,gene:proph:173763,0,0,1,1
COMR,gene:proph:173768,0,0,1,1
COMR,gene:proph:173770,0,0,1,1
COMR,gene:proph:173771,0,0,1,1
COMR,gene:proph:173772,0,0,1,1
COMR,gene:proph:173773,0,0,1,1
COMR,gene:proph:173775,0,0,1,1
COMR,gene:proph:173779,0,0,1,1
COMR,gene:proph:173784,0,0,1,1
COMR,gene:proph:173785,0,0,1,1
COMR,gene:proph:173786,0,0,1,1
COMR,gene:proph:173787,0,0,1,1
COMR,gene:proph:173955,0,0,1,1
COMR,gene:proph:173955,0,1,0,1
COMR,gene:proph:174980,0,0,1,1
COMR,gene:proph:174986,0,0,1,1
COMR,gene:proph:174991,0,0,1,1
COMR,gene:proph:174992,0,0,1,1
COMR,gene:proph:174994,0,0,1,1
COMR,gene:proph:174999,0,0,1,1
COMR,gene:proph:175001,0,0,1,1
COMR,gene:proph:175003,0,0,1,1
COMR,gene:proph:175004,0,0,1,1
COMR,gene:proph:175006,0,0,1,1
COMR,gene:proph:175010,0,0,1,1
COMR,gene:proph:176039,0,0,1,1
COMR,gene:proph:176040,0,0,1,1
COMR,gene:proph:176076,0,0,1,1
COMR,gene:proph:176080,0,1,0,1
COMR,gene:proph:176765,0,0,1,1
COMR,gene:proph:176783,0,1,0,1
COMR,gene:proph:176786,0,1,0,1
COMR,gene:proph:176787,0,1,0,1
COMR,gene:proph:176788,0,1,0,1
COMR,gene:proph:176789,0,1,0,1
COMR,gene:proph:176791,0,1,0,1
COMR,gene:proph:176799,0,0,1,1
COMR,gene:proph:176804,0,0,1,1
COMR,gene:proph:176804,0,1,0,1
COMR,gene:proph:176805,0,1,0,1
COMR,gene:proph:176809,0,1,0,1
COMR,gene:proph:177498,0,0,1,1
COMR,gene:proph:177498,0,1,0,1
COMR,gene:proph:177501,0,1,0,1
COMR,gene:proph:177510,0,1,0,1
COMR,gene:proph:177584,0,0,1,1
COMR,gene:proph:177584,0,1,0,1
COMR,gene:proph:177585,0,1,0,1
COMR,gene:proph:177619,0,1,0,1
COMR,gene:proph:177622,0,1,0,1
COMR,gene:proph:177629,0,1,0,1
COMR,gene:proph:177630,0,1,0,1
COMR,gene:proph:177660,0,1,0,1
COMR,gene:proph:181166,0,0,1,1
COMR,gene:proph:181167,0,0,1,1
COMR,gene:proph:181175,0,1,0,1
COMR,gene:proph:181182,0,1,0,1
COMR,gene:proph:181209,0,1,0,1
COMR,gene:proph:181222,0,0,1,1
COPA,gene:proph:159024,1,0,0,1
COPA,gene:proph:159026,1,0,0,1
COPA,gene:proph:159028,1,0,0,1
COPA,gene:proph:159036,1,0,0,1
COPA,gene:proph:159047,1,0,0,1
COPA,gene:proph:159076,0,0,1,1
COPA,gene:proph:163837,1,0,0,1
COPA,gene:proph:163841,1,0,0,1
COPA,gene:proph:163842,1,0,0,1
COPA,gene:proph:163852,1,0,0,1
COPA,gene:proph:166433,0,1,0,1
COPA,gene:proph:170577,0,1,0,1
COPA,gene:proph:170590,0,1,0,1
COPA,gene:proph:170892,0,0,1,1
COPA,gene:proph:170892,0,1,0,3
COPA,gene:proph:173116,0,1,0,1
COPA,gene:proph:173723,0,1,0,2
COPA,gene:proph:175139,0,1,0,1
COPA,gene:proph:175261,0,1,0,1
COPA,gene:proph:176040,0,0,1,1
COPA,gene:proph:176040,1,0,0,1
COPA,gene:proph:176046,1,0,0,1
COPA,gene:proph:176052,1,0,0,1
COPA,gene:proph:176071,0,0,1,1
COPA,gene:proph:176073,0,0,1,1
COPA,gene:proph:176073,1,0,0,1
COPA,gene:proph:176076,1,0,0,1
COPA,gene:proph:176737,1,0,0,1
COPA,gene:proph:176869,1,0,0,1
COPA,gene:proph:179473,0,0,1,1
COPA,gene:proph:179475,1,0,0,1
COPA,gene:proph:179476,1,0,0,1
COPA,gene:proph:179478,1,0,0,1
COPA,gene:proph:179486,1,0,1,1
COPA,gene:proph:181087,1,0,1,1
COPA,gene:proph:181111,1,0,0,1
COPA,gene:proph:181113,1,0,1,1
COPA,gene:proph:181119,0,0,1,1
COPA,gene:proph:181127,1,0,0,1
COPA,gene:proph:181161,1,0,0,1
COPA,gene:proph:181170,0,0,1,1
COPA,gene:proph:181172,1,0,0,1
COPA,gene:proph:181318,0,0,1,1
COPA,gene:proph:181322,0,0,1,1
COPA,gene:proph:181323,0,0,1,1
COPA,gene:proph:181324,0,0,1,1
CORA,gene:proph:159396,0,0,1,7
CORA,gene:proph:159396,0,1,0,13
CORA,gene:proph:159396,0,1,1,4
CORA,gene:proph:159396,1,0,0,2
CORA,gene:proph:173949,0,0,1,1
CORA,gene:proph:176833,0,1,0,1
CORA,gene:proph:176835,0,1,0,1
CORB,gene:proph:159051,1,0,0,1
CORB,gene:proph:161536,0,1,0,1
CORB,gene:proph:161537,0,1,0,2
CORB,gene:proph:163873,0,1,0,1
CORB,gene:proph:163906,0,0,1,1
CORB,gene:proph:169135,0,0,1,1
CORB,gene:proph:169136,0,0,1,1
CORB,gene:proph:169137,0,0,1,1
CORB,gene:proph:169138,0,0,1,1
CORB,gene:proph:169140,0,0,1,1
CORB,gene:proph:169141,0,0,1,1
CORB,gene:proph:169148,0,0,1,1
CORB,gene:proph:169149,0,0,1,1
CORB,gene:proph:169150,0,0,1,1
CORB,gene:proph:170528,0,0,1,2
CORB,gene:proph:170528,0,1,0,1
CORB,gene:proph:170536,0,0,1,2
CORB,gene:proph:170536,0,1,0,1
CORB,gene:proph:170537,0,0,1,1
CORB,gene:proph:170537,0,1,0,1
CORB,gene:proph:170538,0,1,0,1
CORB,gene:proph:170540,0,0,1,1
CORB,gene:proph:170540,0,1,1,1
CORB,gene:proph:170541,0,0,1,1
CORB,gene:proph:170553,0,0,1,1
CORB,gene:proph:170558,0,0,1,1
CORB,gene:proph:170560,0,0,1,1
CORB,gene:proph:173473,0,1,0,1
CORB,gene:proph:173747,0,1,0,1
CORB,gene:proph:173754,0,1,0,1
CORB,gene:proph:175013,0,1,0,1
CORB,gene:proph:175014,0,1,0,1
CORB,gene:proph:175016,0,1,0,1
CORB,gene:proph:175032,0,1,0,1
CORB,gene:proph:179201,0,1,0,1
CORB,gene:proph:179335,0,1,0,1
CORB,gene:proph:179418,0,1,0,1
CORB,gene:proph:179425,0,1,0,1
CORB,gene:proph:179474,0,0,1,1
CORB,gene:proph:181050,0,0,1,1
CORB,gene:proph:181054,0,0,1,1
CORB,gene:proph:181055,0,0,1,1
CORB,gene:proph:181056,0,0,1,1
CORB,gene:proph:181057,0,0,1,1
CORB,gene:proph:181058,0,0,1,1
CORB,gene:proph:181059,0,0,1,1
CORB,gene:proph:181062,0,0,1,1
CORB,gene:proph:181067,0,0,1,1
CORB,gene:proph:181068,0,0,1,1
CORB,gene:proph:181069,0,0,1,1
CORB,gene:proph:181070,0,0,1,1
CORB,gene:proph:181073,0,0,1,1
CORB,gene:proph:181074,0,0,1,1
CORB,gene:proph:181075,0,0,1,1
CORB,gene:proph:181076,0,0,1,1
CORB,gene:proph:181077,0,0,1,1
CORB,gene:proph:181078,0,0,1,1
CORB,gene:proph:181080,0,0,1,1
CORB,gene:proph:181081,0,0,1,1
CORB,gene:proph:181082,0,0,1,1
CORB,gene:proph:181083,0,0,1,1
CORB,gene:proph:181085,0,0,1,1
CORB,gene:proph:181086,0,0,1,1
CORB,gene:proph:181091,0,0,1,1
CORB,gene:proph:181092,0,0,1,1
CORB,gene:proph:181093,0,0,1,1
CORB,gene:proph:181094,0,0,1,1
CORB,gene:proph:181095,0,0,1,1
CORB,gene:proph:181096,0,0,1,1
CORB,gene:proph:181097,0,0,1,1
CORB,gene:proph:181098,0,0,1,1
CORB,gene:proph:181099,0,0,1,1
CORB,gene:proph:181100,0,0,1,1
CORB,gene:proph:181101,0,0,1,1
CORB,gene:proph:181102,0,0,1,1
CORB,gene:proph:181103,0,0,1,1
CORB,gene:proph:181104,0,0,1,1
CORB,gene:proph:181159,0,0,1,1
CORB,gene:proph:182951,0,1,0,1
CORB,gene:proph:182952,0,1,0,1
CORB,gene:proph:182953,0,1,0,2
CORB,gene:proph:183000,0,1,0,1
CORB,gene:proph:183012,0,1,0,1
CORB,gene:proph:183015,0,1,0,1
CORB,gene:proph:183019,0,0,1,1
CORB,gene:proph:183019,0,1,0,1
CORB,gene:proph:184639,0,1,0,1
CORC,gene:proph:183618,0,1,0,2
CPXAR,gene:proph:163807,0,1,0,1
CRP,gene:proph:182970,0,1,0,1
CTX,gene:proph:159076,0,0,1,1
CTX,gene:proph:163802,0,0,1,1
CTX,gene:proph:163803,0,0,1,1
CTX,gene:proph:163814,0,0,1,1
CTX,gene:proph:163817,0,0,1,1
CTX,gene:proph:163818,0,0,1,1
CTX,gene:proph:163832,0,0,1,1
CTX,gene:proph:163845,0,0,1,1
CTX,gene:proph:163860,0,0,1,1
CTX,gene:proph:172526,0,0,1,1
CTX,gene:proph:172529,0,0,1,1
CTX,gene:proph:172532,0,0,1,1
CTX,gene:proph:177446,0,0,1,1
CTX,gene:proph:177447,0,0,1,1
CTX,gene:proph:177621,0,0,1,1
CTX,gene:proph:181318,0,0,1,1
CTX,gene:proph:181321,0,0,1,1
CTX,gene:proph:181322,0,0,1,1
CTX,gene:proph:183012,0,1,0,1
CTX,gene:proph:183644,0,0,1,1
CTX,gene:proph:184574,0,0,1,1
CTX,gene:proph:184664,0,0,1,1
CUER,gene:proph:176739,0,0,1,1
CUSA,gene:proph:170529,0,1,0,1
CUSA,gene:proph:170540,0,1,0,1
CUSA,gene:proph:179201,0,1,0,1
CUSA,gene:proph:179208,0,1,0,1
CUSC,gene:proph:183637,0,0,1,1
CUSC,gene:proph:183637,0,1,0,2
CUSR,gene:proph:183637,0,0,1,1
CUSS,gene:proph:183637,0,0,1,1
CUTA,gene:proph:159040,0,0,1,1
CUTA,gene:proph:159043,0,0,1,1
