ARG_ID,MGE_ID,MGE_Group,Donor,Pre,Post,PatientCount
ARIR,gene:proph:177632,prophage,0,0,1,1
ARIR,gene:proph:177685,prophage,0,0,1,1
ARIR,gene:proph:177696,prophage,0,0,1,1
ARIR,gene:proph:183637,prophage,0,0,1,1
ARIR,gene:vir:93595,virus,0,0,1,1
ARIR,gene:vir:93604,virus,0,0,1,1
ARNT,gene:plasmid:86276,plasmid,0,1,0,1
ARR,gene:plasmid:139639,likely IS/TE,0,1,0,1
ARR,gene:plasmid:149101,likely IS/TE,0,1,0,1
ARSBM,gene:plasmid:124927,plasmid,0,1,0,1
ARSBM,gene:plasmid:124929,plasmid,0,1,0,1
ARSBM,gene:plasmid:85089,plasmid,0,1,0,1
ARSCM,gene:plasmid:123306,plasmid,0,0,1,1
ARSCM,gene:plasmid:27818,plasmid,0,0,1,1
ARSCM,gene:plasmid:93448,plasmid,0,0,1,1
ARSCM,gene:plasmid:93448,plasmid,0,1,0,1
ARSCM,gene:proph:173726,prophage,0,0,1,1
ARSP,gene:plasmid:14189,plasmid,0,1,0,1
ARSRM,gene:plasmid:16011,plasmid,0,0,2,1
ARSRM,gene:plasmid:24694,plasmid,0,0,2,1
ARSRM,gene:plasmid:88465,plasmid,0,0,1,1
ARSRM,gene:plasmid:88466,plasmid,0,0,1,1
ARSRM,gene:plasmid:88466,plasmid,0,1,0,1
ARSRM,gene:plasmid:88468,plasmid,0,0,1,1
ARSRM,gene:plasmid:88468,plasmid,0,0,2,2
ARSRM,gene:plasmid:88468,plasmid,0,1,1,1
ASMA,gene:plasmid:112498,plasmid,0,1,0,1
ASMA,gene:plasmid:117753,plasmid,0,1,0,1
ASMA,gene:plasmid:123360,plasmid,0,1,0,1
ASMA,gene:plasmid:123361,plasmid,0,1,0,1
ASMA,gene:plasmid:123362,plasmid,0,1,0,1
ASMA,gene:plasmid:123363,plasmid,0,1,0,1
ASMA,gene:plasmid:149414,plasmid,0,1,0,1
ASMA,gene:plasmid:149415,plasmid,0,1,0,1
ASMA,gene:plasmid:22236,plasmid,0,1,0,1
ASMA,gene:plasmid:93439,plasmid,0,1,0,1
ASMA,gene:plasmid:93454,plasmid,0,1,0,1
ASMA,gene:proph:176848,prophage,0,0,1,1
ASMA,gene:proph:181234,prophage,0,0,1,1
ASMA,gene:vir:105390,virus,0,0,1,1
ASMA,gene:vir:1919,virus,0,0,1,1
ASMA,gene:vir:1921,virus,0,0,1,1
ASMA,gene:vir:213,virus,0,0,1,1
ASMA,gene:vir:219,virus,0,0,1,1
ASR,gene:proph:172400,prophage,0,0,1,1
ASR,gene:proph:173506,prophage,0,0,1,1
ASR,gene:proph:173881,prophage,0,0,1,1
ASR,gene:proph:173882,prophage,0,0,1,1
ASR,gene:proph:173883,prophage,0,0,1,1
ASR,gene:proph:173886,prophage,0,0,1,1
ASR,gene:proph:173887,prophage,0,0,1,1
ASR,gene:proph:173888,prophage,0,0,1,1
ASR,gene:proph:173889,prophage,0,0,1,1
ASR,gene:proph:173890,prophage,0,0,1,1
ASR,gene:proph:173891,prophage,0,0,1,1
ASR,gene:proph:173892,prophage,0,0,1,1
ASR,gene:proph:173893,prophage,0,0,1,1
ASR,gene:proph:173894,prophage,0,0,1,1
ASR,gene:proph:173895,prophage,0,0,1,1
ASR,gene:proph:173899,prophage,0,0,1,1
ASR,gene:proph:173900,prophage,0,0,1,1
ASR,gene:proph:173901,prophage,0,0,1,1
ASR,gene:proph:173928,prophage,0,0,1,1
ASR,gene:proph:173934,prophage,0,0,1,1
ASR,gene:proph:175283,prophage,0,0,1,1
ASR,gene:proph:176845,prophage,0,0,1,1
ASR,gene:proph:176861,prophage,0,0,1,1
ASR,gene:proph:176866,prophage,0,0,1,1
ASR,gene:proph:177426,prophage,0,0,1,1
ASR,gene:proph:177429,prophage,0,0,1,1
ASR,gene:proph:181267,prophage,0,0,1,1
ASR,gene:proph:181272,prophage,0,0,1,1
ASR,gene:proph:181284,prophage,0,0,1,1
ASR,gene:proph:182994,prophage,0,0,1,1
ASR,gene:proph:183007,prophage,0,0,1,1
ASR,gene:proph:183581,prophage,1,0,3,1
ASR,gene:proph:183626,prophage,0,0,1,1
ASR,gene:proph:183629,prophage,0,0,1,1
ASR,gene:proph:184990,prophage,0,0,1,1
ASR,gene:vir:105371,virus,0,0,1,1
ASR,gene:vir:105430,virus,0,0,1,1
ASR,gene:vir:105726,virus,0,0,1,1
ASR,gene:vir:105727,virus,0,0,1,1
ASR,gene:vir:105728,virus,0,0,1,1
ASR,gene:vir:150,virus,0,0,1,1
ASR,gene:vir:151,virus,0,0,1,1
ASR,gene:vir:154,virus,0,0,1,1
ASR,gene:vir:236,virus,0,0,1,1
ASR,gene:vir:243,virus,0,0,1,1
ASR,gene:vir:3474,virus,0,0,1,1
BLA1,gene:plasmid:122880,plasmid,0,1,0,1
BLA1,gene:plasmid:122881,plasmid,0,1,0,1
BLA1,gene:plasmid:122882,plasmid,0,1,0,1
BLA1,gene:plasmid:123057,plasmid,0,1,0,1
BLAEC,gene:plasmid:109300,plasmid,0,0,3,1
BLAZ,gene:plasmid:28884,plasmid,0,1,0,1
CATA,gene:plasmid:133251,plasmid,0,1,1,1
CATA,gene:plasmid:24253,plasmid,0,0,1,1
CATA,gene:plasmid:84454,plasmid,0,1,2,1
CATA,gene:plasmid:87041,plasmid,0,1,1,1
CFX,gene:plasmid:133362,plasmid,0,0,1,1
CFX,gene:plasmid:133366,plasmid,0,0,1,1
CFX,gene:plasmid:133367,plasmid,0,0,1,1
CFX,gene:plasmid:133368,plasmid,0,0,1,1
CFX,gene:plasmid:133369,plasmid,0,0,1,1
CFX,gene:plasmid:133373,plasmid,0,0,1,1
CFX,gene:plasmid:133374,plasmid,0,0,1,1
CFX,gene:plasmid:133377,plasmid,0,0,1,1
CFX,gene:plasmid:133381,plasmid,0,0,1,1
CFX,gene:plasmid:133383,plasmid,0,0,1,1
CFX,gene:plasmid:133384,plasmid,0,0,1,1
CFX,gene:plasmid:133385,plasmid,0,0,1,1
CFX,gene:plasmid:133388,plasmid,0,0,1,1
CFX,gene:plasmid:133391,plasmid,0,0,1,1
CFX,gene:plasmid:133392,plasmid,0,0,1,1
CFX,gene:plasmid:133394,plasmid,0,0,1,1
CFX,gene:plasmid:133396,plasmid,0,0,1,1
CFX,gene:plasmid:133400,plasmid,0,0,1,1
CFX,gene:plasmid:133401,plasmid,0,0,1,1
CFX,gene:plasmid:133402,plasmid,0,0,1,1
CFX,gene:plasmid:141426,plasmid,0,0,1,1
CFX,gene:plasmid:141426,plasmid,0,0,2,1
CFX,gene:plasmid:141426,plasmid,0,1,2,1
CFX,gene:plasmid:141426,plasmid,0,1,3,1
CFX,gene:plasmid:141426,plasmid,1,0,3,4
CFX,gene:plasmid:141426,plasmid,1,1,3,4
CFX,gene:plasmid:141431,plasmid,0,0,1,1
CMY,gene:plasmid:109060,plasmid,0,1,0,1
CMY,gene:plasmid:109061,plasmid,0,1,0,1
CMY,gene:plasmid:109062,plasmid,0,1,0,1
CMY,gene:plasmid:109177,plasmid,0,1,0,1
CMY,gene:plasmid:117706,likely IS/TE,0,0,1,1
CMY,gene:plasmid:117731,plasmid,0,0,1,1
CMY,gene:plasmid:117732,plasmid,0,0,1,1
CMY,gene:plasmid:117735,plasmid,0,0,1,1
CMY,gene:plasmid:117738,plasmid,0,0,1,1
CMY,gene:plasmid:117739,plasmid,0,0,1,1
CMY,gene:plasmid:117740,plasmid,0,0,1,1
CMY,gene:plasmid:117741,plasmid,0,0,1,1
CMY,gene:plasmid:117742,plasmid,0,0,1,1
CMY,gene:plasmid:117781,plasmid,0,0,1,1
CMY,gene:plasmid:117818,plasmid,0,0,1,1
CMY,gene:plasmid:117820,plasmid,0,0,1,1
CMY,gene:plasmid:117821,plasmid,0,0,1,1
CMY,gene:plasmid:117823,plasmid,0,0,1,1
CMY,gene:plasmid:121510,plasmid,0,0,1,1
CMY,gene:plasmid:121584,plasmid,0,0,1,1
CMY,gene:plasmid:123182,plasmid,0,0,1,1
CMY,gene:plasmid:123231,plasmid,0,0,1,1
CMY,gene:plasmid:136136,plasmid,0,0,2,1
CMY,gene:plasmid:136204,plasmid,0,0,2,1
CMY,gene:plasmid:136206,plasmid,0,1,0,1
CMY,gene:plasmid:136208,plasmid,0,1,0,1
CMY,gene:plasmid:136210,plasmid,0,1,0,1
CMY,gene:plasmid:136244,plasmid,0,1,0,1
CMY,gene:plasmid:136246,plasmid,0,1,0,1
CMY,gene:plasmid:136253,plasmid,0,1,0,1
CMY,gene:plasmid:14229,likely IS/TE,0,1,2,1
CMY,gene:plasmid:151254,plasmid,0,0,1,1
CMY,gene:plasmid:151291,plasmid,0,0,1,1
CMY,gene:plasmid:19408,plasmid,0,0,1,1
CMY,gene:plasmid:19409,plasmid,0,0,1,1
CMY,gene:plasmid:19506,plasmid,0,0,1,1
CMY,gene:plasmid:24721,plasmid,0,0,1,1
CMY,gene:plasmid:83774,plasmid,0,1,0,1
CMY,gene:plasmid:83906,plasmid,0,1,0,1
CMY,gene:plasmid:83929,plasmid,0,0,2,1
CMY,gene:plasmid:84548,plasmid,0,0,1,1
CMY,gene:plasmid:91057,plasmid,0,1,0,1
CMY,gene:plasmid:91147,plasmid,0,0,2,1
CMY,gene:plasmid:91150,plasmid,0,1,0,1
CMY,gene:plasmid:91194,plasmid,0,1,0,1
CMY,gene:plasmid:91534,plasmid,0,1,2,1
CMY,gene:plasmid:91536,plasmid,0,1,2,1
CMY,gene:plasmid:91550,plasmid,0,1,0,1
CMY,gene:plasmid:91561,plasmid,0,1,2,1
CMY,gene:plasmid:91563,plasmid,0,1,0,1
CMY,gene:plasmid:91567,plasmid,0,1,2,1
CMY,gene:plasmid:91568,plasmid,0,1,2,1
CMY,gene:plasmid:91571,plasmid,0,1,0,1
CMY,gene:plasmid:91572,plasmid,0,1,2,1
CMY,gene:plasmid:91573,plasmid,0,1,0,1
CMY,gene:plasmid:91574,plasmid,0,1,2,1
CMY,gene:plasmid:91579,plasmid,0,0,2,1
CMY,gene:plasmid:91594,plasmid,0,1,0,1
CMY,gene:plasmid:91595,plasmid,0,0,2,1
CMY,gene:plasmid:91603,plasmid,0,1,2,1
CMY,gene:plasmid:91609,plasmid,0,1,2,1
CMY,gene:plasmid:91612,plasmid,0,1,0,1
CMY,gene:plasmid:91615,plasmid,0,1,2,1
CMY,gene:plasmid:91619,plasmid,0,1,0,1
CMY,gene:plasmid:91621,plasmid,0,1,0,1
CMY,gene:plasmid:91625,plasmid,0,1,0,1
CMY,gene:plasmid:91626,plasmid,0,1,0,1
CMY,gene:plasmid:91637,plasmid,0,1,2,1
CMY,gene:plasmid:91641,plasmid,0,1,2,1
CMY,gene:plasmid:91642,plasmid,0,1,2,1
CMY,gene:plasmid:91644,plasmid,0,1,0,1
CMY,gene:plasmid:91649,plasmid,0,1,2,1
CMY,gene:plasmid:91660,plasmid,0,1,2,1
CMY,gene:plasmid:91666,plasmid,0,1,2,1
CMY,gene:plasmid:91674,plasmid,0,1,2,1
CMY,gene:plasmid:91675,plasmid,0,1,2,1
CMY,gene:plasmid:91679,plasmid,0,1,0,1
CMY,gene:plasmid:91682,plasmid,0,1,2,1
CMY,gene:plasmid:91685,plasmid,0,1,0,1
CMY,gene:plasmid:91689,plasmid,0,1,2,1
CMY,gene:plasmid:91693,plasmid,0,1,0,1
CMY,gene:plasmid:91695,plasmid,0,1,2,1
CMY,gene:plasmid:91710,plasmid,0,1,0,1
CMY,gene:plasmid:91714,plasmid,0,1,0,1
CMY,gene:plasmid:91716,plasmid,0,1,0,1
CMY,gene:proph:163917,likely IS/TE,0,0,1,1
CMY,gene:proph:163922,likely IS/TE,0,0,1,1
CMY,gene:proph:163923,likely IS/TE,0,0,1,1
COMR,gene:proph:163847,prophage,0,0,1,1
COMR,gene:proph:172415,prophage,0,0,1,1
COMR,gene:proph:172517,prophage,0,0,1,1
COMR,gene:proph:172518,prophage,0,0,1,1
COMR,gene:proph:172519,prophage,0,0,1,1
COMR,gene:proph:172520,prophage,0,0,1,1
COMR,gene:proph:172521,prophage,0,0,1,1
COMR,gene:proph:172522,prophage,0,0,1,1
COMR,gene:proph:172523,prophage,0,0,1,1
COMR,gene:proph:172524,prophage,0,0,1,1
COMR,gene:proph:172651,prophage,0,0,1,1
COMR,gene:proph:176039,prophage,0,0,1,1
COMR,gene:proph:176040,prophage,0,0,1,1
COMR,gene:proph:176765,prophage,0,0,1,1
COMR,gene:proph:181166,prophage,0,0,1,1
COMR,gene:proph:181167,prophage,0,0,1,1
COMR,gene:proph:181222,prophage,0,0,1,1
COMR,gene:vir:104422,virus,0,0,1,1
COMR,gene:vir:108544,virus,0,0,1,1
COMR,gene:vir:108716,virus,0,0,1,1
COMR,gene:vir:2884,virus,0,0,1,1
COMR,gene:vir:3271,virus,0,0,1,1
COMR,gene:vir:3472,virus,0,0,1,1
COPA,gene:plasmid:88435,plasmid,1,0,3,1
COPA,gene:plasmid:88436,plasmid,1,0,3,1
COPA,gene:plasmid:88437,plasmid,1,0,3,1
COPA,gene:proph:159047,prophage,1,0,3,1
COPA,gene:proph:159076,prophage,0,0,1,1
COPA,gene:proph:176071,prophage,0,0,1,1
COPA,gene:proph:176073,prophage,0,0,1,1
COPA,gene:proph:176737,prophage,1,0,3,1
COPA,gene:proph:179473,prophage,0,0,1,1
COPA,gene:proph:179475,prophage,1,0,3,1
COPA,gene:proph:179476,prophage,1,0,3,1
COPA,gene:proph:179478,prophage,1,0,3,1
COPA,gene:proph:179486,prophage,1,0,3,1
COPA,gene:proph:181087,prophage,1,0,3,1
COPA,gene:proph:181111,prophage,1,0,3,1
COPA,gene:proph:181113,prophage,1,0,3,1
COPA,gene:proph:181119,prophage,0,0,1,1
COPA,gene:proph:181161,prophage,1,0,3,1
COPA,gene:proph:181170,prophage,0,0,1,1
COPA,gene:proph:181318,prophage,0,0,1,1
COPA,gene:proph:181322,prophage,0,0,1,1
COPA,gene:proph:181323,prophage,0,0,1,1
COPA,gene:proph:181324,prophage,0,0,1,1
COPA,gene:vir:166,virus,0,0,1,1
COPA,gene:vir:167,virus,0,0,1,1
COPA,gene:vir:4533,virus,1,0,3,1
COPA,gene:vir:4534,virus,1,0,3,1
COPA,gene:vir:4536,virus,1,0,3,1
COPA,gene:vir:4537,virus,1,0,3,1
COPA,gene:vir:4546,virus,1,0,3,1
COPA,gene:vir:4547,virus,1,0,3,1
CORA,gene:plasmid:123244,plasmid,0,0,1,1
CORA,gene:plasmid:123245,plasmid,0,0,1,1
CORA,gene:plasmid:123246,plasmid,0,0,1,1
CORA,gene:plasmid:123247,plasmid,0,0,1,1
CORA,gene:plasmid:123248,plasmid,0,0,1,1
CORA,gene:plasmid:123249,plasmid,0,0,1,1
CORA,gene:plasmid:123250,plasmid,0,0,1,1
CORA,gene:plasmid:123251,plasmid,0,0,1,1
CORA,gene:plasmid:123252,plasmid,0,0,1,1
CORA,gene:plasmid:123253,plasmid,0,0,1,1
CORA,gene:plasmid:123254,plasmid,0,0,1,1
CORA,gene:plasmid:24561,plasmid,0,0,1,2
CORA,gene:plasmid:24561,plasmid,1,0,3,2
CORA,gene:proph:159396,prophage,0,0,1,1
CORA,gene:proph:159396,prophage,0,1,0,2
CORB,gene:plasmid:93474,plasmid,0,0,1,1
CORB,gene:plasmid:93475,plasmid,0,0,1,1
CORB,gene:proph:163906,prophage,0,0,1,1
CORB,gene:proph:163976,likely IS/TE,0,0,1,2
CORB,gene:proph:163976,likely IS/TE,0,0,2,1
CORB,gene:proph:173747,prophage,0,1,0,1
CORB,gene:proph:175014,prophage,0,1,0,1
CORB,gene:proph:175032,prophage,0,1,0,1
CORB,gene:proph:179474,prophage,0,0,1,1
CORB,gene:proph:181067,prophage,0,0,1,1
CORB,gene:proph:181068,prophage,0,0,1,1
CORB,gene:proph:181069,prophage,0,0,1,1
CORB,gene:proph:181070,prophage,0,0,1,1
CORB,gene:proph:181073,prophage,0,0,1,1
CORB,gene:proph:181074,prophage,0,0,1,1
CORB,gene:proph:181075,prophage,0,0,1,1
CORB,gene:proph:181076,prophage,0,0,1,1
CORB,gene:proph:181077,prophage,0,0,1,1
CORB,gene:proph:181078,prophage,0,0,1,1
CORB,gene:proph:181080,prophage,0,0,1,1
CORB,gene:proph:181081,prophage,0,0,1,1
CORB,gene:proph:181082,prophage,0,0,1,1
CORB,gene:proph:181083,prophage,0,0,1,1
CORB,gene:proph:181085,prophage,0,0,1,1
CORB,gene:proph:181086,prophage,0,0,1,1
CORB,gene:proph:181091,prophage,0,0,1,1
CORB,gene:proph:181092,prophage,0,0,1,1
CORB,gene:proph:181093,prophage,0,0,1,1
CORB,gene:proph:181094,prophage,0,0,1,1
CORB,gene:proph:181095,prophage,0,0,1,1
CORB,gene:proph:181096,prophage,0,0,1,1
CORB,gene:proph:181097,prophage,0,0,1,1
CORB,gene:proph:181098,prophage,0,0,1,1
CORB,gene:proph:181099,prophage,0,0,1,1
CORB,gene:proph:181100,prophage,0,0,1,1
CORB,gene:proph:181101,prophage,0,0,1,1
CORB,gene:proph:181102,prophage,0,0,1,1
CORB,gene:proph:181103,prophage,0,0,1,1
CORB,gene:proph:181104,prophage,0,0,1,1
CORB,gene:proph:181159,prophage,0,0,1,1
CRP,gene:plasmid:21818,plasmid,0,0,1,1
CRP,gene:vir:1321,virus,0,0,1,1
CTX,gene:plasmid:117688,plasmid,0,1,0,1
CTX,gene:plasmid:117695,likely IS/TE,0,1,0,1
CTX,gene:plasmid:117832,plasmid,0,1,0,1
CTX,gene:plasmid:139639,likely IS/TE,0,1,0,1
CTX,gene:plasmid:156018,plasmid,0,1,0,1
CTX,gene:plasmid:88328,plasmid,0,1,0,1
CTX,gene:plasmid:88329,plasmid,0,1,0,1
CTX,gene:plasmid:88331,plasmid,0,1,0,1
CTX,gene:plasmid:88333,likely IS/TE,0,1,0,1
CTX,gene:plasmid:88336,plasmid,0,1,0,1
CTX,gene:plasmid:88337,plasmid,0,1,0,1
CTX,gene:plasmid:88339,plasmid,0,1,0,1
CTX,gene:plasmid:88340,plasmid,0,1,0,1
CTX,gene:plasmid:88341,plasmid,0,1,0,1
CTX,gene:plasmid:88343,plasmid,0,1,0,1
CTX,gene:plasmid:91966,likely IS/TE,0,0,2,1
CUEO,gene:plasmid:156805,plasmid,0,0,1,1
CUER,gene:proph:176739,prophage,0,0,1,1
CUER,gene:vir:4533,virus,0,0,1,1
CUER,gene:vir:4534,virus,0,0,1,1
CUER,gene:vir:4535,virus,0,0,1,1
CUER,gene:vir:4536,virus,0,0,1,1
CUTA,gene:proph:169111,likely IS/TE,0,0,1,1
CUTC,gene:proph:163921,prophage,0,0,1,1
CUTC,gene:proph:183581,prophage,0,0,1,1
DFRA,gene:plasmid:158823,plasmid,1,0,3,1
DFRA,gene:plasmid:158836,plasmid,1,0,3,1
DFRA,gene:plasmid:158907,plasmid,1,0,3,1
DFRA,gene:plasmid:87420,plasmid,0,0,1,1
DFRA,gene:plasmid:87420,plasmid,1,0,3,1
DFRA,gene:plasmid:87421,plasmid,0,0,1,1
DFRF,gene:plasmid:14955,likely IS/TE,0,1,0,1
DNAK,gene:plasmid:158140,plasmid,0,0,1,1
DNAK,gene:plasmid:158140,plasmid,1,0,3,2
DSBC,gene:plasmid:123177,likely IS/TE,1,0,3,1
DSBC,gene:plasmid:151300,likely IS/TE,1,0,3,1
EFMA,gene:plasmid:136829,plasmid,0,0,1,1
EFMA,gene:plasmid:136829,plasmid,0,1,0,1
EFMA,gene:plasmid:136837,plasmid,0,1,0,1
EFMA,gene:plasmid:136837,plasmid,0,1,1,1
EMMDR,gene:plasmid:119712,likely IS/TE,0,0,2,1
EMMDR,gene:proph:182641,prophage,0,0,2,1
EMRD,gene:proph:179438,prophage,1,0,3,1
EMRR,gene:proph:163976,likely IS/TE,1,0,3,1
EMRR,gene:proph:179489,prophage,0,0,1,1
EMRR,gene:proph:179490,prophage,0,0,1,1
ERMB,gene:plasmid:135617,plasmid,0,1,0,1
ERMB,gene:plasmid:15563,plasmid,0,0,1,1
ERMB,gene:plasmid:156401,plasmid,0,0,1,1
ERMC,gene:plasmid:138607,plasmid,0,1,0,1
ERMC,gene:plasmid:19874,plasmid,0,1,0,1
FABI,gene:plasmid:120395,plasmid,0,0,1,1
FABI,gene:plasmid:120395,plasmid,0,1,0,1
FABI,gene:plasmid:93474,plasmid,0,0,1,1
FABI,gene:plasmid:93474,plasmid,0,1,0,1
FABI,gene:plasmid:93482,plasmid,0,0,1,1
FABI,gene:plasmid:93482,plasmid,0,1,0,1
FECD,gene:plasmid:114192,likely IS/TE,0,0,1,1
FECD,gene:plasmid:114202,likely IS/TE,1,0,3,1
FECD,gene:plasmid:123343,likely IS/TE,0,1,0,1
FECD,gene:plasmid:142013,likely IS/TE,0,0,1,2
FECD,gene:plasmid:142025,likely IS/TE,1,0,3,1
FECD,gene:plasmid:142074,likely IS/TE,0,0,1,1
FECD,gene:plasmid:156052,plasmid,0,0,1,3
FECD,gene:plasmid:156052,plasmid,0,0,2,1
FECD,gene:plasmid:156052,plasmid,0,1,1,2
FECD,gene:plasmid:156052,plasmid,1,1,3,1
FECD,gene:plasmid:156066,likely IS/TE,0,1,0,1
FECD,gene:plasmid:156082,likely IS/TE,0,1,0,1
FECD,gene:plasmid:156832,likely IS/TE,0,1,0,1
FECD,gene:plasmid:25296,likely IS/TE,0,0,1,1
FECD,gene:plasmid:25357,likely IS/TE,1,0,3,1
FECD,gene:plasmid:25689,likely IS/TE,0,0,1,1
FECD,gene:plasmid:25689,likely IS/TE,0,1,0,1
FECD,gene:plasmid:88409,plasmid,0,1,0,1
FECD,gene:plasmid:88437,plasmid,0,1,0,1
FECD,gene:proph:163834,likely IS/TE,0,1,0,1
FECD,gene:proph:163854,likely IS/TE,0,0,1,1
FECD,gene:proph:169102,likely IS/TE,0,1,0,1
FECD,gene:proph:177620,prophage,0,0,1,1
FECD,gene:proph:177621,prophage,0,0,1,2
FECD,gene:proph:183618,prophage,0,0,1,1
FIEF,gene:plasmid:16162,plasmid,0,0,1,1
FIEF,gene:proph:176915,prophage,0,0,1,1
FIEF,gene:proph:176925,prophage,0,0,1,1
FIEF,gene:vir:2040,virus,0,0,1,1
FIEF,gene:vir:5705,virus,0,0,1,1
FIEF,gene:vir:5706,virus,0,0,1,1
FIEF,gene:vir:5707,virus,0,0,1,1
FIEF,gene:vir:5708,virus,0,0,1,1
FIEF,gene:vir:5709,virus,0,0,1,1
FIEF,gene:vir:5713,virus,0,0,1,1
FIEF,gene:vir:5718,virus,0,0,1,1
FIEF,gene:vir:6070,virus,0,0,1,1
FIEF,gene:vir:6072,virus,0,0,1,1
FIEF,gene:vir:6079,virus,0,0,1,1
FIEF,gene:vir:6080,virus,0,0,1,1
FOSA,gene:plasmid:154014,plasmid,0,0,1,1
FOSA,gene:plasmid:21346,plasmid,0,1,0,1
FOSA,gene:plasmid:28746,plasmid,0,1,0,1
FOSA,gene:plasmid:93495,plasmid,0,0,1,1
GADX,gene:plasmid:123887,plasmid,1,0,3,1
GADX,gene:plasmid:21818,plasmid,1,0,3,1
GLPF,gene:plasmid:123175,plasmid,1,0,3,1
GLPF,gene:plasmid:84585,plasmid,1,0,3,1
GLPF,gene:plasmid:84614,likely IS/TE,1,0,3,1
GLPF,gene:plasmid:84622,likely IS/TE,1,0,3,1
GLPF,gene:proph:163807,prophage,1,0,3,1
GLPF,gene:proph:163814,prophage,1,0,3,1
GLPF,gene:proph:176915,prophage,1,0,3,1
GLPF,gene:proph:176917,prophage,1,0,3,1
GLPF,gene:proph:176925,prophage,1,0,3,1
GLPF,gene:vir:108626,virus,1,0,3,1
GLPF,gene:vir:2014,virus,1,0,3,1
GLPF,gene:vir:2016,virus,1,0,3,1
GLPF,gene:vir:2022,virus,1,0,3,1
GLPF,gene:vir:2023,virus,1,0,3,1
GLPF,gene:vir:2024,virus,1,0,3,1
GLPF,gene:vir:2040,virus,1,0,3,1
GLPF,gene:vir:2050,virus,1,0,3,1
